soimoistdept.l,soimoistdept.r,soimoistdept.h,soimoistdepb.l,soimoistdepb.r,soimoistdepb.h,soimoiststat,comonthkey,cosoilmoistkey
0,0,0,0,15,30,Moist,183684310,113927052
0,15,30,200,200,200,Wet,183684311,113927053
0,0,0,0,15,30,Moist,183684311,113927054
30,46,61,200,200,200,Wet,183684315,113927055
0,0,0,30,46,61,Moist,183684315,113927056
30,46,61,200,200,200,Wet,183684316,113927057
0,0,0,30,46,61,Moist,183684316,113927058
0,0,0,30,46,61,Moist,183684317,113927059
30,46,61,200,200,200,Wet,183684317,113927060
0,0,0,30,46,61,Moist,183684318,113927061
30,46,61,200,200,200,Wet,183684318,113927062
0,0,0,30,46,61,Moist,183684320,113927063
30,46,61,200,200,200,Wet,183684320,113927064
0,0,0,30,46,61,Moist,183684326,113927065
30,46,61,200,200,200,Wet,183684326,113927066
30,46,61,200,200,200,Wet,183684328,113927067
0,0,0,30,46,61,Moist,183684328,113927068
30,46,61,200,200,200,Wet,183684331,113927069
0,0,0,30,46,61,Moist,183684331,113927070
0,0,0,30,46,61,Moist,183684333,113927071
30,46,61,200,200,200,Wet,183684333,113927072
0,0,0,30,46,61,Moist,183684336,113927073
30,46,61,200,200,200,Wet,183684336,113927074
0,0,0,30,46,61,Moist,183684398,113927121
30,46,61,200,200,200,Wet,183684398,113927122
0,0,0,30,46,61,Moist,183684401,113927123
30,46,61,200,200,200,Wet,183684401,113927124
0,0,0,30,46,61,Moist,183684402,113927125
30,46,61,200,200,200,Wet,183684402,113927126
0,0,0,30,46,61,Moist,183684405,113927127
30,46,61,200,200,200,Wet,183684405,113927128
0,0,0,30,46,61,Moist,183684406,113927129
30,46,61,200,200,200,Wet,183684406,113927130
0,0,0,0,15,30,Moist,183684410,113927131
0,15,30,200,200,200,Wet,183684410,113927132
0,0,0,0,15,30,Moist,183684411,113927133
0,15,30,200,200,200,Wet,183684411,113927134
0,0,0,0,15,30,Moist,183684412,113927135
0,15,30,200,200,200,Wet,183684412,113927136
0,0,0,0,15,30,Moist,183684413,113927137
0,15,30,200,200,200,Wet,183684413,113927138
0,0,0,0,15,30,Moist,183684414,113927139
0,15,30,200,200,200,Wet,183684414,113927140
0,0,0,30,46,61,Moist,183684422,113927141
30,46,61,200,200,200,Wet,183684422,113927142
0,0,0,30,46,61,Moist,183684427,113927143
30,46,61,200,200,200,Wet,183684427,113927144
0,0,0,30,46,61,Moist,183684428,113927145
30,46,61,200,200,200,Wet,183684428,113927146
0,0,0,30,46,61,Moist,183684431,113927147
30,46,61,200,200,200,Wet,183684431,113927148
0,0,0,30,46,61,Moist,183684433,113927149
30,46,61,200,200,200,Wet,183684433,113927150
0,0,0,30,46,61,Moist,183684434,113927151
30,46,61,200,200,200,Wet,183684434,113927152
0,0,0,30,46,61,Moist,183684439,113927153
30,46,61,200,200,200,Wet,183684439,113927154
0,0,0,30,46,61,Moist,183684441,113927155
30,46,61,200,200,200,Wet,183684441,113927156
0,0,0,30,46,61,Moist,183684442,113927157
30,46,61,200,200,200,Wet,183684442,113927158
0,0,0,30,46,61,Moist,183684445,113927159
30,46,61,200,200,200,Wet,183684445,113927160
0,0,0,61,84,107,Moist,183684446,113927161
61,84,107,200,200,200,Wet,183684446,113927162
0,0,0,61,84,107,Moist,183684449,113927163
61,84,107,200,200,200,Wet,183684449,113927164
0,0,0,61,84,107,Moist,183684453,113927165
61,84,107,200,200,200,Wet,183684453,113927166
