site,year,crop,rotation,NR,sd_buac
Sutherland,2007,soybean,SC,120,3.65
Sutherland,2007,soybean,SC,160,2.53
Sutherland,2007,soybean,SC,200,3.32
Sutherland,2007,soybean,SC,240,1.64
Sutherland,2008,corn,CC,0,20.72
Sutherland,2008,corn,CC,40,8.17
Sutherland,2008,corn,CC,80,13.37
Sutherland,2008,corn,CC,120,10.02
Sutherland,2008,corn,CC,160,13.25
Sutherland,2008,corn,CC,200,23.89
Sutherland,2008,corn,CC,240,1.48
Sutherland,2008,corn,SC,0,14.75
Sutherland,2008,corn,SC,40,9.91
Sutherland,2008,corn,SC,80,3.12
Sutherland,2008,corn,SC,120,13.2
Sutherland,2008,corn,SC,160,13.04
Sutherland,2008,corn,SC,200,18.12
Sutherland,2008,corn,SC,240,4.78
Sutherland,2008,soybean,SC,0,2.89
Sutherland,2008,soybean,SC,40,4.89
Sutherland,2008,soybean,SC,80,2.58
Sutherland,2008,soybean,SC,120,4.79
Sutherland,2008,soybean,SC,160,2.52
Sutherland,2008,soybean,SC,200,5.75
Sutherland,2008,soybean,SC,240,4.87
Sutherland,2009,corn,CC,0,11.22
Sutherland,2009,corn,CC,40,7.04
Sutherland,2009,corn,CC,80,4.06
Sutherland,2009,corn,CC,120,11.78
Sutherland,2009,corn,CC,160,12.69
Sutherland,2009,corn,CC,200,7.03
Sutherland,2009,corn,CC,240,4.7
Sutherland,2009,corn,SC,0,9.24
Sutherland,2009,corn,SC,40,3.88
Sutherland,2009,corn,SC,80,3.78
Sutherland,2009,corn,SC,120,11.01
Sutherland,2009,corn,SC,160,9.87
Sutherland,2009,corn,SC,200,17.61
Sutherland,2009,corn,SC,240,10.85
Sutherland,2009,soybean,SC,0,2.66
Sutherland,2009,soybean,SC,40,3.25
Sutherland,2009,soybean,SC,80,2.37
Sutherland,2009,soybean,SC,120,2.82
Sutherland,2009,soybean,SC,160,2.06
Sutherland,2009,soybean,SC,200,3.65
Sutherland,2009,soybean,SC,240,3.89
Sutherland,2010,corn,CC,0,12.6
Sutherland,2010,corn,CC,40,6.24
Sutherland,2010,corn,CC,80,4.68
Sutherland,2010,corn,CC,120,12.07
Sutherland,2010,corn,CC,160,5.15
Sutherland,2010,corn,CC,200,7.47
Sutherland,2010,corn,CC,240,10.76
Sutherland,2010,corn,SC,0,20.22
Sutherland,2010,corn,SC,40,18.47
Sutherland,2010,corn,SC,80,14.89
Sutherland,2010,corn,SC,120,6.25
Sutherland,2010,corn,SC,160,12.6
Sutherland,2010,corn,SC,200,7.58
Sutherland,2010,corn,SC,240,6.95
Sutherland,2010,soybean,SC,0,0.33
Sutherland,2010,soybean,SC,40,0.45
Sutherland,2010,soybean,SC,80,0.89
Sutherland,2010,soybean,SC,120,1
Sutherland,2010,soybean,SC,160,1.07
Sutherland,2010,soybean,SC,200,0.57
Sutherland,2010,soybean,SC,240,2.16
Sutherland,2011,corn,CC,0,8.38
Sutherland,2011,corn,CC,40,6.15
Sutherland,2011,corn,CC,80,14.37
Sutherland,2011,corn,CC,120,5.25
Sutherland,2011,corn,CC,160,8
Sutherland,2011,corn,CC,200,26.49
Sutherland,2011,corn,CC,240,20.74
Sutherland,2011,corn,SC,0,10.57
Sutherland,2011,corn,SC,40,12.49
Sutherland,2011,corn,SC,80,16.48
Sutherland,2011,corn,SC,120,13.42
Sutherland,2011,corn,SC,160,21.4
Sutherland,2011,corn,SC,200,12.63
Sutherland,2011,corn,SC,240,19.6
Sutherland,2011,soybean,SC,0,2.52
Sutherland,2011,soybean,SC,40,2.55
Sutherland,2011,soybean,SC,80,1.97
Sutherland,2011,soybean,SC,120,3.08
Sutherland,2011,soybean,SC,160,2.87
Sutherland,2011,soybean,SC,200,2.74
Sutherland,2011,soybean,SC,240,1.67
Sutherland,2012,corn,CC,0,40.29
Sutherland,2012,corn,CC,40,23.62
Sutherland,2012,corn,CC,80,17.95
Sutherland,2012,corn,CC,120,30.3
Sutherland,2012,corn,CC,160,11.38
Sutherland,2012,corn,CC,200,15.37
Sutherland,2012,corn,CC,240,23.01
Sutherland,2012,corn,SC,0,22.95
Sutherland,2012,corn,SC,40,9.59
Sutherland,2012,corn,SC,80,18.49
Sutherland,2012,corn,SC,120,11.77
Sutherland,2012,corn,SC,160,21.07
Sutherland,2012,corn,SC,200,17.22
Sutherland,2012,corn,SC,240,10.53
Sutherland,2012,soybean,SC,0,5.34
Sutherland,2012,soybean,SC,40,6.37
Sutherland,2012,soybean,SC,80,4.37
Sutherland,2012,soybean,SC,120,5.7
Sutherland,2012,soybean,SC,160,4.07
Sutherland,2012,soybean,SC,200,8.11
Sutherland,2012,soybean,SC,240,3.45
Sutherland,2013,corn,CC,0,11.35
Sutherland,2013,corn,CC,40,13.58
Sutherland,2013,corn,CC,80,24.66
Sutherland,2013,corn,CC,120,10.97
Sutherland,2013,corn,CC,160,7.44
Sutherland,2013,corn,CC,200,25.2
Sutherland,2013,corn,CC,240,17.7
Sutherland,2013,corn,SC,0,14.13
Sutherland,2013,corn,SC,40,13.31
Sutherland,2013,corn,SC,80,9.67
Sutherland,2013,corn,SC,120,5.8
Sutherland,2013,corn,SC,160,9.38
Sutherland,2013,corn,SC,200,11.82
Sutherland,2013,corn,SC,240,16.83
Sutherland,2013,soybean,SC,0,2.86
Sutherland,2013,soybean,SC,40,2.51
Sutherland,2013,soybean,SC,80,2.99
Sutherland,2013,soybean,SC,120,3.35
Sutherland,2013,soybean,SC,160,2.8
Sutherland,2013,soybean,SC,200,1.53
Sutherland,2013,soybean,SC,240,3.06
Sutherland,2014,corn,CC,0,8.36
Sutherland,2014,corn,CC,40,13.62
Sutherland,2014,corn,CC,80,17.82
Sutherland,2014,corn,CC,120,4.44
Sutherland,2014,corn,CC,160,16.5
Sutherland,2014,corn,CC,200,5.56
Sutherland,2014,corn,CC,240,10.32
Sutherland,2014,corn,SC,0,10.61
Sutherland,2014,corn,SC,40,7.68
Sutherland,2014,corn,SC,80,12.14
Sutherland,2014,corn,SC,120,6.45
Sutherland,2014,corn,SC,160,3.75
Sutherland,2014,corn,SC,200,7.73
Sutherland,2014,corn,SC,240,10.3
Sutherland,2014,soybean,SC,0,3.76
Sutherland,2014,soybean,SC,40,1.35
Sutherland,2014,soybean,SC,80,2.91
Sutherland,2014,soybean,SC,120,1.42
Sutherland,2014,soybean,SC,160,4.32
Sutherland,2014,soybean,SC,200,3.05
Sutherland,2014,soybean,SC,240,0.63
Sutherland,2015,corn,CC,0,7.7
Sutherland,2015,corn,CC,40,6.03
Sutherland,2015,corn,CC,80,16.69
Sutherland,2015,corn,CC,120,8.9
Sutherland,2015,corn,CC,160,11.82
Sutherland,2015,corn,CC,200,9.23
Sutherland,2015,corn,CC,240,9.24
Sutherland,2015,corn,SC,0,18.64
Sutherland,2015,corn,SC,40,2.4
Sutherland,2015,corn,SC,80,7.32
Sutherland,2015,corn,SC,120,9.48
Sutherland,2015,corn,SC,160,5.16
Sutherland,2015,corn,SC,200,4.93
Sutherland,2015,corn,SC,240,9.14
Sutherland,2015,soybean,SC,0,1
Sutherland,2015,soybean,SC,40,3.07
Sutherland,2015,soybean,SC,80,2.41
Sutherland,2015,soybean,SC,120,1.48
Sutherland,2015,soybean,SC,160,1.34
Sutherland,2015,soybean,SC,200,2.11
Sutherland,2015,soybean,SC,240,1.04
Sutherland,2016,corn,CC,0,7.28
Sutherland,2016,corn,CC,40,16.14
Sutherland,2016,corn,CC,80,15.59
Sutherland,2016,corn,CC,120,18.86
Sutherland,2016,corn,CC,160,12.71
Sutherland,2016,corn,CC,200,12.96
Sutherland,2016,corn,CC,240,12.87
Sutherland,2016,corn,SC,0,13.64
Sutherland,2016,corn,SC,40,16.32
Sutherland,2016,corn,SC,80,12.32
Sutherland,2016,corn,SC,120,10.73
Sutherland,2016,corn,SC,160,18.01
Sutherland,2016,corn,SC,200,13.21
Sutherland,2016,corn,SC,240,11.03
Sutherland,2016,soybean,SC,0,9.08
Sutherland,2016,soybean,SC,40,8.07
Sutherland,2016,soybean,SC,80,12.32
Sutherland,2016,soybean,SC,120,4.26
Sutherland,2016,soybean,SC,160,8.26
Sutherland,2016,soybean,SC,200,3.28
Sutherland,2016,soybean,SC,240,4.65
Ames,1999,soybean,CS,0,4.47
Ames,1999,soybean,CS,60,6.89
Ames,1999,soybean,CS,120,6.29
Ames,1999,soybean,CS,180,4.29
Ames,1999,soybean,CS,240,7.47
Ames,2000,corn,CS,0,14.92
Ames,2000,corn,CS,60,8.73
Ames,2000,corn,CS,120,17.02
Ames,2000,corn,CS,180,8.12
Ames,2000,corn,CS,240,10.8
Ames,2000,soybean,CS,0,2.44
Ames,2000,soybean,CS,60,2.15
Ames,2000,soybean,CS,120,4.13
Ames,2000,soybean,CS,180,2.6
Ames,2000,soybean,CS,240,1.61
Ames,2001,corn,CS,0,8.29
Ames,2001,corn,CS,60,5.19
Ames,2001,corn,CS,120,3.51
Ames,2001,corn,CS,180,7.58
Ames,2001,corn,CS,240,8.81
Ames,2001,soybean,CS,0,4.06
Ames,2001,soybean,CS,60,6.66
Ames,2001,soybean,CS,120,5.67
Ames,2001,soybean,CS,180,4.78
Ames,2001,soybean,CS,240,6.64
Ames,2002,corn,CS,0,32.48
Ames,2002,corn,CS,60,14.87
Ames,2002,corn,CS,120,10.87
Ames,2002,corn,CS,180,15.02
Ames,2002,corn,CS,240,11.42
Ames,2002,soybean,CS,0,4.48
Ames,2002,soybean,CS,60,4.42
Ames,2002,soybean,CS,120,2.62
Ames,2002,soybean,CS,180,3.12
Ames,2002,soybean,CS,240,2.09
Ames,2003,corn,CS,0,8.17
Ames,2003,corn,CS,60,7.29
Ames,2003,corn,CS,120,7.78
Ames,2003,corn,CS,180,12.67
Ames,2003,corn,CS,240,11.11
Ames,2003,soybean,CS,0,3.27
Ames,2003,soybean,CS,60,8.02
Ames,2003,soybean,CS,120,3.12
Ames,2003,soybean,CS,180,2.39
Ames,2003,soybean,CS,240,2.86
Ames,2004,corn,CS,0,34.21
Ames,2004,corn,CS,60,18.68
Ames,2004,corn,CS,120,6.1
Ames,2004,corn,CS,180,15.07
Ames,2004,corn,CS,240,11.4
Ames,2004,soybean,CS,0,1.82
Ames,2004,soybean,CS,60,2.21
Ames,2004,soybean,CS,120,1.42
Ames,2004,soybean,CS,180,2.79
Ames,2004,soybean,CS,240,1.61
Ames,2005,corn,CS,0,5.33
Ames,2005,corn,CS,60,7.04
Ames,2005,corn,CS,120,12.69
Ames,2005,corn,CS,180,9.7
Ames,2005,corn,CS,240,8.49
Ames,2005,soybean,CS,0,1.7
Ames,2005,soybean,CS,60,4.33
Ames,2005,soybean,CS,120,1.9
Ames,2005,soybean,CS,180,3.66
Ames,2005,soybean,CS,240,3.4
Ames,2006,corn,CS,0,17.58
Ames,2006,corn,CS,60,26.7
Ames,2006,corn,CS,120,6.57
Ames,2006,corn,CS,180,15.5
Ames,2006,corn,CS,240,10.05
Ames,2006,soybean,CS,0,3.24
Ames,2006,soybean,CS,60,2.14
Ames,2006,soybean,CS,120,2.58
Ames,2006,soybean,CS,180,1.87
Ames,2006,soybean,CS,240,2.41
Ames,2007,corn,CS,0,7.15
Ames,2007,corn,CS,60,9.84
Ames,2007,corn,CS,120,13.39
Ames,2007,corn,CS,180,6.47
Ames,2007,corn,CS,240,16.78
Ames,2007,soybean,CS,0,1.2
Ames,2007,soybean,CS,60,0.76
Ames,2007,soybean,CS,120,1.53
Ames,2007,soybean,CS,180,2.07
Ames,2007,soybean,CS,240,2.36
Ames,2008,corn,CS,0,14.51
Ames,2008,corn,CS,60,8.12
Ames,2008,corn,CS,120,13.31
Ames,2008,corn,CS,180,3.58
Ames,2008,corn,CS,240,4.03
Ames,2008,soybean,CS,0,1.2
Ames,2008,soybean,CS,60,5.65
Ames,2008,soybean,CS,120,6.21
Ames,2008,soybean,CS,180,2.19
Ames,2008,soybean,CS,240,2.93
Ames,2009,corn,CS,0,9.96
Ames,2009,corn,CS,60,12.06
Ames,2009,corn,CS,120,6.3
Ames,2009,corn,CS,180,6.29
Ames,2009,corn,CS,240,10.53
Ames,2009,soybean,CS,0,0.75
Ames,2009,soybean,CS,60,1.41
Ames,2009,soybean,CS,120,2.28
Ames,2009,soybean,CS,180,0.58
Ames,2009,soybean,CS,240,3.03
Ames,2010,corn,CS,0,6.46
Ames,2010,corn,CS,60,8.27
Ames,2010,corn,CS,120,6.28
Ames,2010,corn,CS,180,6.96
Ames,2010,corn,CS,240,2.9
Ames,2010,soybean,CS,0,1.17
Ames,2010,soybean,CS,60,1.68
Ames,2010,soybean,CS,120,4.55
Ames,2010,soybean,CS,180,3.24
Ames,2010,soybean,CS,240,2.37
Ames,2011,corn,CS,0,14.06
Ames,2011,corn,CS,60,6.71
Ames,2011,corn,CS,120,5.69
Ames,2011,corn,CS,180,6.77
Ames,2011,corn,CS,240,2.54
Ames,2011,soybean,CS,0,3.27
Ames,2011,soybean,CS,60,1.62
Ames,2011,soybean,CS,120,2.54
Ames,2011,soybean,CS,180,2.73
Ames,2011,soybean,CS,240,4.16
Ames,2012,corn,CS,0,20.7
Ames,2012,corn,CS,60,10.29
Ames,2012,corn,CS,120,17.45
Ames,2012,corn,CS,180,10.1
Ames,2012,corn,CS,240,10.55
Ames,2012,soybean,CS,0,2.67
Ames,2012,soybean,CS,60,2.64
Ames,2012,soybean,CS,120,4.1
Ames,2012,soybean,CS,180,1.54
Ames,2012,soybean,CS,240,3.75
Ames,2013,corn,CS,0,15.48
Ames,2013,corn,CS,60,7.12
Ames,2013,corn,CS,120,6.91
Ames,2013,corn,CS,180,7.03
Ames,2013,corn,CS,240,7.62
Ames,2013,soybean,CS,0,5.46
Ames,2013,soybean,CS,60,2.84
Ames,2013,soybean,CS,120,5.58
Ames,2013,soybean,CS,180,5.07
Ames,2013,soybean,CS,240,2.38
Ames,2014,corn,CS,0,6.63
Ames,2014,corn,CS,60,9.93
Ames,2014,corn,CS,120,8.43
Ames,2014,corn,CS,180,10.64
Ames,2014,corn,CS,240,5.81
Ames,2014,soybean,CS,0,3.37
Ames,2014,soybean,CS,60,6.09
Ames,2014,soybean,CS,120,4.25
Ames,2014,soybean,CS,180,2.17
Ames,2014,soybean,CS,240,7.52
Ames,2015,corn,CS,0,8.15
Ames,2015,corn,CS,60,5.46
Ames,2015,corn,CS,120,10.81
Ames,2015,corn,CS,180,4.09
Ames,2015,corn,CS,240,10.92
Ames,2015,soybean,CS,0,5.76
Ames,2015,soybean,CS,60,2.11
Ames,2015,soybean,CS,120,2.46
Ames,2015,soybean,CS,180,4.52
Ames,2015,soybean,CS,240,1.51
Ames,2016,corn,CS,0,8.22
Ames,2016,corn,CS,60,5.99
Ames,2016,corn,CS,120,10.87
Ames,2016,corn,CS,180,10.61
Ames,2016,corn,CS,240,8.22
Ames,2016,soybean,CS,0,4.1
Ames,2016,soybean,CS,60,4.02
Ames,2016,soybean,CS,120,1.92
Ames,2016,soybean,CS,180,2.57
Ames,2016,soybean,CS,240,3.5
Lewis,2001,corn,CS,0,9.64
Lewis,2001,corn,CS,40,1.64
Lewis,2001,corn,CS,80,11.47
Lewis,2001,corn,CS,120,15.31
Lewis,2001,corn,CS,160,10.58
Lewis,2001,corn,CS,200,16.52
Lewis,2001,corn,CS,240,14.23
Lewis,2001,soybean,CS,0,1.19
Lewis,2001,soybean,CS,40,1.62
Lewis,2001,soybean,CS,80,2.17
Lewis,2001,soybean,CS,120,2.37
Lewis,2001,soybean,CS,160,2.98
Lewis,2001,soybean,CS,200,1.9
Lewis,2001,soybean,CS,240,1.18
Lewis,2002,corn,CS,0,18.64
Lewis,2002,corn,CS,40,16.59
Lewis,2002,corn,CS,80,16.72
Lewis,2002,corn,CS,120,28.89
Lewis,2002,corn,CS,160,9.47
Lewis,2002,corn,CS,200,21.5
Lewis,2002,corn,CS,240,18.25
Lewis,2002,soybean,CS,0,3.15
Lewis,2002,soybean,CS,40,1.65
Lewis,2002,soybean,CS,80,2.24
Lewis,2002,soybean,CS,120,3.52
Lewis,2002,soybean,CS,160,4.87
Lewis,2002,soybean,CS,200,4.02
Lewis,2002,soybean,CS,240,4.76
Lewis,2003,corn,CS,0,6.05
Lewis,2003,corn,CS,40,6.06
Lewis,2003,corn,CS,80,3.37
Lewis,2003,corn,CS,120,11.02
Lewis,2003,corn,CS,160,5.85
Lewis,2003,corn,CS,200,15.85
Lewis,2003,corn,CS,240,7.22
Lewis,2003,soybean,CS,0,2.98
Lewis,2003,soybean,CS,40,1.91
Lewis,2003,soybean,CS,80,2.13
Lewis,2003,soybean,CS,120,2.63
Lewis,2003,soybean,CS,160,2.91
Lewis,2003,soybean,CS,200,1.61
Lewis,2003,soybean,CS,240,1.23
Lewis,2004,corn,CS,0,3.81
Lewis,2004,corn,CS,40,6.35
Lewis,2004,corn,CS,80,8.17
Lewis,2004,corn,CS,120,1.59
Lewis,2004,corn,CS,160,6.62
Lewis,2004,corn,CS,200,6.74
Lewis,2004,corn,CS,240,4.66
Lewis,2004,soybean,CS,0,0.62
Lewis,2004,soybean,CS,40,1
Lewis,2004,soybean,CS,80,2.22
Lewis,2004,soybean,CS,120,0.68
Lewis,2004,soybean,CS,160,2.45
Lewis,2004,soybean,CS,200,1.53
Lewis,2004,soybean,CS,240,1.87
Lewis,2005,corn,CS,0,8.24
Lewis,2005,corn,CS,40,14.07
Lewis,2005,corn,CS,80,8.43
Lewis,2005,corn,CS,120,4.64
Lewis,2005,corn,CS,160,4.27
Lewis,2005,corn,CS,200,6.82
Lewis,2005,corn,CS,240,9.03
Lewis,2005,soybean,CS,0,2.31
Lewis,2005,soybean,CS,40,4.18
Lewis,2005,soybean,CS,80,0.81
Lewis,2005,soybean,CS,120,2.58
Lewis,2005,soybean,CS,160,4.37
Lewis,2005,soybean,CS,200,0.77
Lewis,2005,soybean,CS,240,3.32
Lewis,2006,corn,CS,0,14.64
Lewis,2006,corn,CS,40,15.83
Lewis,2006,corn,CS,80,4.35
Lewis,2006,corn,CS,120,4.91
Lewis,2006,corn,CS,160,5.6
Lewis,2006,corn,CS,200,23.24
Lewis,2006,corn,CS,240,15.1
Lewis,2006,soybean,CS,0,4
Lewis,2006,soybean,CS,40,1.24
Lewis,2006,soybean,CS,80,3.15
Lewis,2006,soybean,CS,120,0.7
Lewis,2006,soybean,CS,160,6.98
Lewis,2006,soybean,CS,200,3.99
Lewis,2006,soybean,CS,240,3.01
Lewis,2007,corn,CS,0,9.16
Lewis,2007,corn,CS,40,9.19
Lewis,2007,corn,CS,80,5.53
Lewis,2007,corn,CS,120,2.91
Lewis,2007,corn,CS,160,8.25
Lewis,2007,corn,CS,200,4.02
Lewis,2007,corn,CS,240,3.75
Lewis,2007,soybean,CS,0,6.18
Lewis,2007,soybean,CS,40,4.9
Lewis,2007,soybean,CS,80,2.11
Lewis,2007,soybean,CS,120,3.61
Lewis,2007,soybean,CS,160,1.22
Lewis,2007,soybean,CS,200,0.03
Lewis,2007,soybean,CS,240,3.49
Lewis,2008,corn,CS,0,9.13
Lewis,2008,corn,CS,40,11.64
Lewis,2008,corn,CS,80,8.06
Lewis,2008,corn,CS,120,8.91
Lewis,2008,corn,CS,160,1.74
Lewis,2008,corn,CS,200,10.78
Lewis,2008,corn,CS,240,4.51
Lewis,2008,soybean,CS,0,12.83
Lewis,2008,soybean,CS,40,5.95
Lewis,2008,soybean,CS,80,2.51
Lewis,2008,soybean,CS,120,0.68
Lewis,2008,soybean,CS,160,10.35
Lewis,2008,soybean,CS,200,4.58
Lewis,2008,soybean,CS,240,3.05
Lewis,2009,corn,CS,0,19.55
Lewis,2009,corn,CS,40,4.48
Lewis,2009,corn,CS,80,6.2
Lewis,2009,corn,CS,120,6.12
Lewis,2009,corn,CS,160,11
Lewis,2009,corn,CS,200,5.02
Lewis,2009,corn,CS,240,6.21
Lewis,2009,soybean,CS,0,5.23
Lewis,2009,soybean,CS,40,4.76
Lewis,2009,soybean,CS,80,7.57
Lewis,2009,soybean,CS,120,3.85
Lewis,2009,soybean,CS,160,2.08
Lewis,2009,soybean,CS,200,2.61
Lewis,2009,soybean,CS,240,3.87
Lewis,2010,corn,CS,0,18.11
Lewis,2010,corn,CS,40,12.43
Lewis,2010,corn,CS,80,8.32
Lewis,2010,corn,CS,120,10.68
Lewis,2010,corn,CS,160,11.88
Lewis,2010,corn,CS,200,11.43
Lewis,2010,corn,CS,240,14.61
Lewis,2010,soybean,CS,0,2.54
Lewis,2010,soybean,CS,40,6.21
Lewis,2010,soybean,CS,80,5.37
Lewis,2010,soybean,CS,120,3.36
Lewis,2010,soybean,CS,160,1.48
Lewis,2010,soybean,CS,200,4.2
Lewis,2010,soybean,CS,240,3.61
Lewis,2011,corn,CS,0,6.47
Lewis,2011,corn,CS,40,5.1
Lewis,2011,corn,CS,80,17.93
Lewis,2011,corn,CS,120,6.41
Lewis,2011,corn,CS,160,13.72
Lewis,2011,corn,CS,200,13.38
Lewis,2011,corn,CS,240,7.76
Lewis,2011,soybean,CS,0,4.02
Lewis,2011,soybean,CS,40,1.81
Lewis,2011,soybean,CS,80,4.23
Lewis,2011,soybean,CS,120,5.17
Lewis,2011,soybean,CS,160,4.3
Lewis,2011,soybean,CS,200,2
Lewis,2011,soybean,CS,240,2.87
Lewis,2012,corn,CS,0,12.15
Lewis,2012,corn,CS,40,1.95
Lewis,2012,corn,CS,80,1.69
Lewis,2012,corn,CS,120,11.56
Lewis,2012,corn,CS,160,6.89
Lewis,2012,corn,CS,200,9.81
Lewis,2012,corn,CS,240,15.96
Lewis,2012,soybean,CS,0,6.16
Lewis,2012,soybean,CS,40,6.38
Lewis,2012,soybean,CS,80,5.63
Lewis,2012,soybean,CS,120,5.05
Lewis,2012,soybean,CS,160,7.38
Lewis,2012,soybean,CS,200,5.16
Lewis,2012,soybean,CS,240,2.14
Lewis,2013,corn,CS,0,22.12
Lewis,2013,corn,CS,40,17
Lewis,2013,corn,CS,80,16.66
Lewis,2013,corn,CS,120,19.12
Lewis,2013,corn,CS,160,27.53
Lewis,2013,corn,CS,200,10.41
Lewis,2013,corn,CS,240,9.11
Lewis,2013,soybean,CS,0,12.42
Lewis,2013,soybean,CS,40,2.19
Lewis,2013,soybean,CS,80,7.63
Lewis,2013,soybean,CS,120,8.48
Lewis,2013,soybean,CS,160,10.06
Lewis,2013,soybean,CS,200,5.51
Lewis,2013,soybean,CS,240,4.28
Lewis,2014,corn,CS,0,13.93
Lewis,2014,corn,CS,40,16.67
Lewis,2014,corn,CS,80,8.99
Lewis,2014,corn,CS,120,8.31
Lewis,2014,corn,CS,160,1.36
Lewis,2014,corn,CS,200,4.82
Lewis,2014,corn,CS,240,7.14
Lewis,2014,soybean,CS,0,2.69
Lewis,2014,soybean,CS,40,2.99
Lewis,2014,soybean,CS,80,2.47
Lewis,2014,soybean,CS,120,2.81
Lewis,2014,soybean,CS,160,0.43
Lewis,2014,soybean,CS,200,1.53
Lewis,2014,soybean,CS,240,2.49
Lewis,2015,corn,CS,0,2.61
Lewis,2015,corn,CS,40,10.5
Lewis,2015,corn,CS,80,10.01
Lewis,2015,corn,CS,120,16.25
Lewis,2015,corn,CS,160,12.52
Lewis,2015,corn,CS,200,14.92
Lewis,2015,corn,CS,240,12.32
Lewis,2015,soybean,CS,0,4.24
Lewis,2015,soybean,CS,40,2.6
Lewis,2015,soybean,CS,80,0.61
Lewis,2015,soybean,CS,120,1.01
Lewis,2015,soybean,CS,160,0.64
Lewis,2015,soybean,CS,200,4.1
Lewis,2015,soybean,CS,240,1.82
Lewis,2016,corn,CS,0,16.07
Lewis,2016,corn,CS,40,19.54
Lewis,2016,corn,CS,80,12.71
Lewis,2016,corn,CS,120,17.69
Lewis,2016,corn,CS,160,5.51
Lewis,2016,corn,CS,200,5.01
Lewis,2016,corn,CS,240,5.41
Lewis,2016,soybean,CS,0,8.52
Lewis,2016,soybean,CS,40,7.36
Lewis,2016,soybean,CS,80,4.62
Lewis,2016,soybean,CS,120,2.5
Lewis,2016,soybean,CS,160,6.55
Lewis,2016,soybean,CS,200,5.18
Lewis,2016,soybean,CS,240,4.16
McNay,1999,corn,CS,0,7.7
McNay,1999,corn,CS,40,20.21
McNay,1999,corn,CS,80,16.26
McNay,1999,corn,CS,120,14.62
McNay,1999,corn,CS,160,20.29
McNay,1999,corn,CS,200,18.72
McNay,1999,corn,CS,240,21.14
McNay,1999,soybean,CS,0,2.88
McNay,1999,soybean,CS,40,0.32
McNay,1999,soybean,CS,80,5.19
McNay,1999,soybean,CS,120,1.99
McNay,1999,soybean,CS,160,2.67
McNay,1999,soybean,CS,200,7.11
McNay,1999,soybean,CS,240,5.63
McNay,2000,corn,CS,0,9.27
McNay,2000,corn,CS,40,17.04
McNay,2000,corn,CS,80,8.7
McNay,2000,corn,CS,120,10.87
McNay,2000,corn,CS,160,6.74
McNay,2000,corn,CS,200,7.46
McNay,2000,corn,CS,240,2.74
McNay,2000,soybean,CS,0,6.25
McNay,2000,soybean,CS,40,7.13
McNay,2000,soybean,CS,80,3.6
McNay,2000,soybean,CS,120,3.28
McNay,2000,soybean,CS,160,4.85
McNay,2000,soybean,CS,200,6.1
McNay,2000,soybean,CS,240,7.94
McNay,2001,corn,CS,0,3.72
McNay,2001,corn,CS,40,20.85
McNay,2001,corn,CS,80,23.9
McNay,2001,corn,CS,120,15.05
McNay,2001,corn,CS,160,17.38
McNay,2001,corn,CS,200,10.85
McNay,2001,corn,CS,240,10.84
McNay,2001,soybean,CS,0,2.23
McNay,2001,soybean,CS,40,1.74
McNay,2001,soybean,CS,80,1.6
McNay,2001,soybean,CS,120,1.88
McNay,2001,soybean,CS,160,1.24
McNay,2001,soybean,CS,200,2.19
McNay,2001,soybean,CS,240,1.65
McNay,2002,corn,CS,0,6.23
McNay,2002,corn,CS,40,17.3
McNay,2002,corn,CS,80,12.44
McNay,2002,corn,CS,120,8.5
McNay,2002,corn,CS,160,10.85
McNay,2002,corn,CS,200,8.77
McNay,2002,corn,CS,240,4.96
McNay,2002,soybean,CS,0,0.85
McNay,2002,soybean,CS,40,3.57
McNay,2002,soybean,CS,80,2.68
McNay,2002,soybean,CS,120,4.33
McNay,2002,soybean,CS,160,2.28
McNay,2002,soybean,CS,200,1.15
McNay,2002,soybean,CS,240,3.49
McNay,2003,corn,CS,0,8.77
McNay,2003,corn,CS,40,21.25
McNay,2003,corn,CS,80,10.08
McNay,2003,corn,CS,120,8.88
McNay,2003,corn,CS,160,12.98
McNay,2003,corn,CS,200,12.98
McNay,2003,corn,CS,240,14.28
McNay,2003,soybean,CS,0,3.78
McNay,2003,soybean,CS,40,3.03
McNay,2003,soybean,CS,80,4.47
McNay,2003,soybean,CS,120,2.81
McNay,2003,soybean,CS,160,3.77
McNay,2003,soybean,CS,200,4.52
McNay,2003,soybean,CS,240,2.71
McNay,2004,corn,CS,0,14.65
McNay,2004,corn,CS,40,28.96
McNay,2004,corn,CS,80,30.22
McNay,2004,corn,CS,120,36.68
McNay,2004,corn,CS,160,22.93
McNay,2004,corn,CS,200,19.61
McNay,2004,corn,CS,240,19.26
McNay,2004,soybean,CS,0,4.02
McNay,2004,soybean,CS,40,3.21
McNay,2004,soybean,CS,80,2.11
McNay,2004,soybean,CS,120,8.88
McNay,2004,soybean,CS,160,0.82
McNay,2004,soybean,CS,200,5.07
McNay,2004,soybean,CS,240,17.82
McNay,2005,corn,CS,0,46.85
McNay,2005,corn,CS,40,14.23
McNay,2005,corn,CS,80,11.48
McNay,2005,corn,CS,120,10.11
McNay,2005,corn,CS,160,7.86
McNay,2005,corn,CS,200,20.48
McNay,2005,corn,CS,240,9.34
McNay,2005,soybean,CS,0,2.85
McNay,2005,soybean,CS,40,2.28
McNay,2005,soybean,CS,80,2.73
McNay,2005,soybean,CS,120,2.12
McNay,2005,soybean,CS,160,2
